"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-09",,"80","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-10",,"80","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-11",,"81","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-12",,"77","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-13",,"74","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-14",,"66","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-15",,"61","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-16",,"62","40"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-17",,"69","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-18",,"74","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-19",,"73","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-20",,"72","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-21",,"83","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-22",,"87","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-23",,"88","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-24",,"86","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-25",,"80","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-26",,"75","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-27",,"74","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-28",,"71","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-29",,"67","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-30",,"64","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-03-31",,"66","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-01",,"66","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-02",,"65","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-03",,"67","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-04",,"77","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-05",,"64","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-06",,"63","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-07",,"70","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-08",,"65","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-09",,"67","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-10",,"79","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-11",,"90","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-12",,"93","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-13",,"96","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-14",,"89","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-15",,"70","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-16",,"75","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-17",,"85","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-18",,"87","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-19",,"66","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-20",,"67","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-21",,"71","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-22",,"75","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-23",,"69","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-24",,"76","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-25",,"89","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-26",,"96","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-27",,"97","67"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-28",,"97","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-29",,"83","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-04-30",,"68","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-01",,"78","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-02",,"86","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-03",,"82","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-04",,"74","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-05",,"69","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-06",,"66","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-07",,"61","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-08",,"73","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-09",,"68","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-10",,"77","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-11",,"75","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-12",,"63","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-13",,"84","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-14",,"86","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-15",,"100","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-16",,"100","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-17",,"102","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-18",,"101","69"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-19",,"97","69"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-20",,"81","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-21",,"74","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-22",,"69","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-23",,"57","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-24",,"62","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-25",,"66","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-26",,"64","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-27",,"73","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-28",,"76","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-29",,"78","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-30",,"80","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-05-31",,"79","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-01",,"83","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-02",,"81","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-03",,"78","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-04",,"66","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-05",,"85","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-06",,"88","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-07",,"85","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-08",,"90","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-09",,"95","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-10",,"86","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-11",,"85","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-12",,"88","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-13",,"91","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-14",,"92","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-15",,"94","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-16",,"99","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-17",,"99","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-18",,"103","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-19",,"105","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-20",,"108","70"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-21",,"106","73"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-22",,"103","74"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-23",,"95","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-24",,"91","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-25",,"87","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-26",,"86","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-27",,"87","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-28",,"91","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-29",,"95","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-06-30",,"97","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-01",,"97","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-02",,"96","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-03",,"97","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-04",,"101","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-05",,"99","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-06",,"96","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-07",,"97","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-08",,"94","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-09",,"91","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-10",,"93","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-11",,"88","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-12",,"94","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-13",,"94","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-14",,"94","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-15",,"93","67"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-16",,"96","69"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-17",,"93","70"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-18",,"92","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-19",,"88","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-20",,"84","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-21",,"93","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-22",,"92","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-23",,"91","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-24",,"95","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-25",,"98","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-26",,"94","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-27",,"88","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-28",,"88","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-29",,"88","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-30",,"91","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-07-31",,"93","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-01",,"95","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-02",,"95","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-03",,"96","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-04",,"97","72"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-05",,"95","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-06",,"98","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-07",,"99","71"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-08",,"96","69"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-09",,"91","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-10",,"93","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-11",,"91","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-12",,"93","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-13",,"95","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-14",,"100","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-15",,"93","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-16",,"94","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-17",,"92","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-18",,"90","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-19",,"89","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-20",,"89","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-21",,"90","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-22",,"89","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-23",,"93","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-24",,"102","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-25",,"100","71"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-26",,"96","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-27",,"93","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-28",,"91","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-29",,"100","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-30",,"94","71"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-08-31",,"90","67"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-01",,"91","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-02",,"99","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-03",,"101","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-04",,"99","69"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-05",,"99","69"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-06",,"97","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-07",,"96","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-08",,"91","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-09",,"92","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-10",,"86","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-11",,"82","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-12",,"76","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-13",,"83","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-14",,"89","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-15",,"101","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-16",,"94","67"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-17",,"92","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-18",,"93","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-19",,"91","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-20",,"84","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-21",,"81","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-22",,"84","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-23",,"93","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-24",,"99","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-25",,"101","69"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-26",,"97","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-27",,"95","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-28",,"95","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-29",,"98","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-09-30",,"102","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-01",,"101","74"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-02",,"91","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-03",,"80","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-04",,"68","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-05",,"76","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-06",,"92","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-07",,"98","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-08",,"98","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-09",,"90","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-10",,"74","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-11",,"69","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-12",,"72","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-13",,"75","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-14",,"87","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-15",,"93","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-16",,"93","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-17",,"95","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-18",,"86","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-19",,"81","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-20",,"78","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-21",,"92","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-22",,"95","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-23",,"93","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-24",,"91","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-25",,"93","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-26",,"92","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-27",,"96","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-28",,"97","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-29",,"95","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-30",,"87","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-10-31",,"85","65"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-01",,"85","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-02",,"72","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-03",,"69","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-04",,"67","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-05",,"73","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-06",,"82","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-07",,"86","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-08",,"84","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-09",,"66","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-10",,"68","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-11",,"73","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-12",,"82","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-13",,"86","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-14",,"91","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-15",,"91","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-16",,"90","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-17",,"90","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-18",,"88","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-19",,"87","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-20",,"82","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-21",,"86","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-22",,"82","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-23",,"69","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-24",,"82","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-25",,"76","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-26",,"65","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-27",,"63","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-28",,"65","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-29",,"74","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-11-30",,"82","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-01",,"83","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-02",,"63","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-03",,"70","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-04",,"66","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-05",,"77","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-06",,"77","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-07",,"66","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-08",,"60","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-09",,"70","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-10",,"74","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-11",,"79","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-12",,"67","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-13",,"58","42"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-14",,"54","36"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-15",,"51","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-16",,"54","42"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-17",,"51","40"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-18",,"54","38"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-19",,"54","38"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-20",,"59","35"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-21",,"64","37"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-22",,"51","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-23",,"55","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-24",,"53","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-25",,"54","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-26",,"52","32"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-27",,"56","33"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-28",,"65","35"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-29",,"73","40"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2008-12-30",,"73","45"
